GEO_ID|GEO_ID2|SUMLEVEL|GEO_NAME|P001001
Geography Identifier|Geography Identifier|Geographic Summary Level|Geography|Total population: Total
15000US110010042021|110010042021|150|Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia|2889
15000US110010043001|110010043001|150|Block Group 1, Census Tract 43, District of Columbia, District of Columbia|1988
15000US110010043002|110010043002|150|Block Group 2, Census Tract 43, District of Columbia, District of Columbia|1302
15000US110010044001|110010044001|150|Block Group 1, Census Tract 44, District of Columbia, District of Columbia|952
15000US110010044002|110010044002|150|Block Group 2, Census Tract 44, District of Columbia, District of Columbia|1637
15000US110010046001|110010046001|150|Block Group 1, Census Tract 46, District of Columbia, District of Columbia|1144
15000US110010046002|110010046002|150|Block Group 2, Census Tract 46, District of Columbia, District of Columbia|1311
15000US110010046003|110010046003|150|Block Group 3, Census Tract 46, District of Columbia, District of Columbia|542
15000US110010047001|110010047001|150|Block Group 1, Census Tract 47, District of Columbia, District of Columbia|1041
15000US110010047002|110010047002|150|Block Group 2, Census Tract 47, District of Columbia, District of Columbia|2201
15000US110010047003|110010047003|150|Block Group 3, Census Tract 47, District of Columbia, District of Columbia|1140
15000US110010048012|110010048012|150|Block Group 2, Census Tract 48.01, District of Columbia, District of Columbia|1321
15000US110010048013|110010048013|150|Block Group 3, Census Tract 48.01, District of Columbia, District of Columbia|555
15000US110010048021|110010048021|150|Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia|1056
15000US110010048022|110010048022|150|Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia|1797
15000US110010049011|110010049011|150|Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia|1099
15000US110010049012|110010049012|150|Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia|914
15000US110010049021|110010049021|150|Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia|759
15000US110010049022|110010049022|150|Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia|1527
15000US110010050001|110010050001|150|Block Group 1, Census Tract 50, District of Columbia, District of Columbia|643
15000US110010050002|110010050002|150|Block Group 2, Census Tract 50, District of Columbia, District of Columbia|4024
15000US110010050003|110010050003|150|Block Group 3, Census Tract 50, District of Columbia, District of Columbia|1569
15000US110010050004|110010050004|150|Block Group 4, Census Tract 50, District of Columbia, District of Columbia|1042
15000US110010051001|110010051001|150|Block Group 1, Census Tract 51, District of Columbia, District of Columbia|783
